OBJECTID,SITEREF,BOUNDNUM,OBJID,SITESORT,BOUNDREF,SITEALIAS,SITEADDRESS,SITEYRDESCRIPTION,SUITTYPE,SITEYRSUITCOMMENTS,AVLTYPE,SITEYRAVLBTYCOMMENTS,ACHTYPE,SITEYRACHCOMMENTS,SAPSTATUS,SAPREF,TOTALSHT,TOTALMED,TOTALLNG,TOTALIPP,TOTALOPP,SHLTOT,YR19_20,YR20_21,YR21_22,YR22_23,YR23_24,YR24_25,YR25_26,YR26_27,YR27_28,YR28_29,YR29_30,YR30_31,YR31_32,YR32_33,YR33_34,YR34_35,YR35_36,LCCOWN,SHLVERSIONREF,SHLAAYEAR,SHLAAYRVERSION,HMCAMAX,WARDMAX,Shape__Area,Shape__Length,SAPCAP
1159,SHL01340,SHL013401,658,4213,SHL013401,4213,"Land On North East Side Of Rodley Lane, Rodley","Green belt site adjacent to main urban area. Road frontage runs along the southern boundary. Surrounded by residential development to east and south, good access to services.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xBL1-18,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,Beyond 2033,2024,1,Outer West,Bramley & Stanningley,0,0,17
1162,SHL01744,SHL017441,900,5265,SHL017441,5265,"Leeds Road, Swillington",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,679,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,Beyond 2033,2024,1,Outer South East,Garforth & Swillington,0,0,679
1163,SHL01221,SHL012211,583,4038,SHL012211,4038,"Land To The Rear Of Heights Drive, Armley",Currently used as amenity space.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,60,Beyond 2033,2024,1,Outer West,Farnley & Wortley,0,0,18
1165,SHL01545,SHL015451,769,1200.1,SHL015451,1200A,"Highfield Drive/Harthill Lane (land off), Gildersome LS27",Greenfield site in agricultural use located to the west of existing properties.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xBL1-26,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,Beyond 2033,2024,1,Outer South West,Morley North,0,0,76
1166,SHL00394,SHL003941,141,1015,SHL003941,1015,"Land South Of Lee Lane West, Horsforth","Green Belt site off West End Lane, Horsforth. Housing to the north and south and fields to the east and west.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,791,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,Beyond 2033,2024,1,North Leeds,Horsforth,0,0,791
1167,SHL01852,SHL018521,972,3390.1,SHL018521,3390_3393,"Kirkstall Road, Leeds",,Suitable,Site adopted as a mixed use including housing allocation in Site Allocations Plan under MX2-9 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Short (=<5 yrs),"The site was allocated for mixed use including housing in the Site Allocations Plan on 10 July 2019 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Short (=<5yrs),The site was allocated for mixed use including housing in the Site Allocations Plan on 10 July 2019 as a deliverable site within the plan period.,Mixed use allocation,MX2-9,618,0,0,618,0,618,0,0,0,0,0,0,185,185,183,65,0,0,0,0,0,0,0,0,Site with detailed planning permission,2024,1,Inner Area,Little London & Woodhouse,0,0,553
1170,SHL01293,SHL012931,632,4166,SHL012931,4166,"Shadwell Lane, Shadwell, Leeds, LS17 8es",The site comprises of two argricultural fields which are seperated by a hedgrow.  The site is located to the east of the main urban area of Leeds at Alwoodley.The site is well enclosed by mature trees top the east and south boundaries. Access is available from Shadwell Lane to the north boundary of the site.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,159
1171,SHL00428,SHL004281,162,1050,SHL004281,1050,"Land Off Westfield Road, Robin Hood Near Rothwell , WF3",Large single field set to the south of the settlement. Fairly flat site with no features of note. Road frontage runs along the northern boundary with dwellings on the opposite side. Trees line the southern boundary but to the west and east are further fields.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,Beyond 2033,2024,1,Outer South,Ardsley & Robin Hood,0,0,129
1172,SHL00067,SHL000671,33,201,SHL000671,201,Armley Road Armley Leeds,Site is on the edge of the City centre to the North of the Armley Gyratory. It appers that the foundations of the previous employment use are present although this is over-grown with trees. Surrounded by other employment uses.,Suitable,Site obtained planning permission on 14/07/2023 and has current approval under 21/02497/OT.  Construction yet to commence as at 1st April 2023.,Medium (6-10yrs),Site has planning permission under 21/02497/OT by Leedsgate Ltd and available for scheme to be brought forward.,Medium (6-10yrs),The site is recorded in the 2022 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2022.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Local Plan Update.,Not allocated for housing,,0,306,0,306,0,306,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,Site with outline planning permission,2024,1,Inner Area,Little London & Woodhouse,0,0,48
1173,SHL00325,SHL003251,123,745,SHL003251,745,East Of Otley,"Predominantly open land with some market gardening uses, adjacent to well established residential areas on the edge of Otley.",Suitable,Site adopted as a housing allocation in Site Allocations Plan under MX1-26 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Medium (6-10yrs),"The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Medium (6-10yrs),The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as a deliverable within the plan period.,Identified mixed use,MX1-26,0,385,0,385,80,465,0,0,0,0,0,0,0,0,0,0,70,105,105,105,80,0,0,21,Allocated without planning permission,2024,1,Outer North West,Otley & Yeadon,0,0,550
